时间,持续时间,源IP,目的IP,源NAT后IP,目的NAT前IP,源端口,目的端口,源NAT后端口,目的NAT前端口,动作,应用,策略名称,协议,源安全域,目的安全域,源国家/地区,目的国家/地区,源用户,目的用户,应用分类,应用风险,源资产OS,目的资产OS,源资产名称,目的资产名称,源资产类型,目的资产类型,重点关注,方向,攻击者,受害者,攻击者名称,受害者名称,样本,威胁名称,威胁类型,威胁ID,严重性,命中数,文件名称,URL,域名,详细信息,样本类型,样本MD5,威胁子分类,检测方式,样本留存,恶意类型,情报ID,
"2021-03-08 14:35:06","19秒","192.168.20.99","67.230.191.208","115.236.92.180","","54840","4470","54840","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","15","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 14:35:04","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","54840","4470","54840","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 14:24:56","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","54522","4470","54522","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 14:24:54","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","54522","4470","54522","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 14:17:44","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","54303","4470","54303","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 14:17:42","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","54303","4470","54303","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 14:08:11","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","53988","4470","53988","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","7","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 14:08:09","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","53988","4470","53988","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:59:42","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","53810","4470","53810","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:59:40","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","53810","4470","53810","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:49:32","16秒","192.168.20.99","202.91.34.243","115.236.92.180","","53575","4470","53575","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:49:30","0秒","192.168.20.99","202.91.34.243","115.236.92.180","","53575","4470","53575","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:39:22","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","53307","4470","53307","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:39:20","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","53307","4470","53307","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:29:12","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","53075","4470","53075","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:29:10","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","53075","4470","53075","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:19:02","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","52809","4470","52809","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:19:00","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","52809","4470","52809","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:14:24","1分7秒","192.168.28.27","43.249.204.231","115.236.92.180","","51832","8888","51832","","阻断","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","香港","","","未知类别","5","","","","","","","NO","C2S","43.249.204.231","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","12","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-03-08 13:14:20","0秒","192.168.28.27","43.249.204.231","115.236.92.180","","51832","8888","51832","","阻断","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","香港","","","未知类别","5","","","","","","","NO","C2S","43.249.204.231","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-03-08 13:08:52","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","52565","4470","52565","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 13:08:50","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","52565","4470","52565","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:58:42","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","52408","4470","52408","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:58:40","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","52408","4470","52408","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:48:32","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","52303","4470","52303","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:48:30","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","52303","4470","52303","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:36:30","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","52103","4470","52103","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","80","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:36:19","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","52103","4470","52103","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:28:12","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","52055","4470","52055","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:28:10","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","52055","4470","52055","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:23:11","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","52017","4470","52017","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:23:08","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","52017","4470","52017","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:18:02","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","51985","4470","51985","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:18:00","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","51985","4470","51985","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:07:52","1分16秒","192.168.20.99","185.238.250.127","115.236.92.180","","51878","4470","51878","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","15","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 12:07:50","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","51878","4470","51878","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:57:42","16秒","192.168.20.99","67.230.191.208","115.236.92.180","","51841","4470","51841","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:57:40","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","51841","4470","51841","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:47:32","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","51783","4470","51783","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:47:29","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","51783","4470","51783","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:37:22","16秒","192.168.20.99","202.91.34.243","115.236.92.180","","51674","4470","51674","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:37:20","0秒","192.168.20.99","202.91.34.243","115.236.92.180","","51674","4470","51674","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:27:12","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","51574","4470","51574","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","17","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:27:10","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","51574","4470","51574","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-08 11:11:31","12秒","192.168.28.27","43.249.204.231","115.236.92.180","","50916","8888","50916","","阻断","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","香港","","","未知类别","5","","","","","","","NO","C2S","43.249.204.231","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","7","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-03-08 11:11:24","0秒","192.168.28.27","43.249.204.231","115.236.92.180","","50916","8888","50916","","阻断","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","香港","","","未知类别","5","","","","","","","NO","C2S","43.249.204.231","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-03-08 09:03:04","12秒","192.168.28.27","43.249.204.231","115.236.92.180","","49460","8080","49460","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","香港","","","交互软件","1","","","","","","","NO","C2S","43.249.204.231","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","7","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-03-08 09:02:58","0秒","192.168.28.27","43.249.204.231","115.236.92.180","","49460","8080","49460","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","香港","","","交互软件","1","","","","","","","NO","C2S","43.249.204.231","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-03-05 17:31:08","17秒","192.168.20.99","67.230.191.208","115.236.92.180","","64365","4470","64365","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","93","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 17:30:50","0秒","192.168.20.99","67.230.191.208","115.236.92.180","","64365","4470","64365","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.191.208","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 17:24:45","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","64286","4470","64286","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 17:24:43","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","64286","4470","64286","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 17:14:35","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","64231","4470","64231","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 17:14:33","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","64231","4470","64231","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 17:04:25","16秒","192.168.20.99","185.238.250.127","115.236.92.180","","64134","4470","64134","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 17:04:23","0秒","192.168.20.99","185.238.250.127","115.236.92.180","","64134","4470","64134","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","185.238.250.127","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 16:54:15","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","64093","4470","64093","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 16:54:13","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","64093","4470","64093","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 16:44:05","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","64039","4470","64039","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 16:44:03","0秒","192.168.20.99","67.230.177.60","115.236.92.180","","64039","4470","64039","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 16:39:12","17秒","192.168.20.99","202.91.34.243","115.236.92.180","","63953","4470","63953","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","23","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 16:39:02","0秒","192.168.20.99","202.91.34.243","115.236.92.180","","63953","4470","63953","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-03-05 16:33:55","16秒","192.168.20.99","67.230.177.60","115.236.92.180","","63932","4470","63932","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼有线","美国","","","未知类别","5","","","","","","","NO","C2S","67.230.177.60","192.168.20.99","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
