时间,持续时间,源IP,目的IP,源NAT后IP,目的NAT前IP,源端口,目的端口,源NAT后端口,目的NAT前端口,动作,应用,策略名称,协议,源安全域,目的安全域,源国家/地区,目的国家/地区,源用户,目的用户,应用分类,应用风险,源资产OS,目的资产OS,源资产名称,目的资产名称,源资产类型,目的资产类型,重点关注,方向,攻击者,受害者,攻击者名称,受害者名称,样本,威胁名称,威胁类型,威胁ID,严重性,命中数,文件名称,URL,域名,详细信息,样本类型,样本MD5,威胁子分类,检测方式,样本留存,恶意类型,情报ID,
"2021-04-13 15:56:08","16秒","192.168.24.208","202.91.34.243","115.236.92.180","","60530","4479","60530","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:56:06","0秒","192.168.24.208","202.91.34.243","115.236.92.180","","60530","4479","60530","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:50:49","16秒","192.168.24.208","45.63.95.124","115.236.92.180","","60437","4479","60437","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","45.63.95.124","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:50:47","0秒","192.168.24.208","45.63.95.124","115.236.92.180","","60437","4479","60437","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","45.63.95.124","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:45:11","16秒","192.168.24.208","202.91.34.243","115.236.92.180","","60331","4479","60331","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:45:09","0秒","192.168.24.208","202.91.34.243","115.236.92.180","","60331","4479","60331","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:39:36","16秒","192.168.24.208","202.91.34.243","115.236.92.180","","60082","4479","60082","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:39:33","0秒","192.168.24.208","202.91.34.243","115.236.92.180","","60082","4479","60082","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:28:32","16秒","192.168.24.208","45.63.95.124","115.236.92.180","","59921","4479","59921","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","45.63.95.124","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:28:30","0秒","192.168.24.208","45.63.95.124","115.236.92.180","","59921","4479","59921","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","45.63.95.124","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:22:53","16秒","192.168.24.208","202.91.34.243","115.236.92.180","","59816","4479","59816","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:22:51","0秒","192.168.24.208","202.91.34.243","115.236.92.180","","59816","4479","59816","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","202.91.34.243","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:17:14","16秒","192.168.24.208","45.63.95.124","115.236.92.180","","59720","4479","59720","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","45.63.95.124","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","8","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
"2021-04-13 15:17:12","0秒","192.168.24.208","45.63.95.124","115.236.92.180","","59720","4479","59720","","阻断","未知应用","__intelligence__","TCP","trust","untrust","17楼无线","美国","","","未知类别","5","","","","","","","NO","C2S","45.63.95.124","192.168.24.208","","","","APT-C-01_20_10_13 APT组织活动事件","情报检测","0","高危","1","","","usviph9.carpox.com","","","","定向攻击","","No","","5b0b3d86f336c7d0e37e8fb9d93b72eb",
